field_one,field_two,field_three
"*water* OR river* OR lake OR dam OR stream OR tributary
 OR diversion OR irrigation OR pollution OR water quality OR flood! OR drought!
 OR channel OR canal OR hydroelect! OR reservoir OR groundwater OR aquifer OR
 drought OR recharge OR ""water table"" OR ""bore hole""","treaty OR agree! OR negotiat! OR resolution OR
 commission OR secretariat OR joint management OR basin management OR
 peace OR accord OR ""peace accord"" OR settle! OR cooperat! OR collaborat! OR
 disput! OR conflict! OR disagree! OR sanction! OR war OR troops OR ""letter of
 protest"" OR hostility OR ""shots fired"" OR boycott OR protest! OR appeal OR
 intent OR reject OR threat! OR force OR coerce OR assault OR fight OR demand
 OR disapprove OR diploma! OR statement OR memorandum","ocean OR navigat! OR nuclear OR ""water cannon"" OR ""light
 water reactor"" OR ""mineral water"" OR ""hold water"" OR ""cold water"" OR ""hot
 water"" OR ""water canister"" OR ""water tight"" OR "" water down"" OR ""flood of
 refugees"" OR Rivera OR Suez OR Panama OR oil OR drugs OR ""three gorges"" OR
 waterski OR watermelon OR dishwater OR waterproof OR “water resistant” OR
 “water bath”"